Sample,Sex,Diet,Coat.Color,BMC1,BMC2,BMD1,BMD2,BW.11,BW.12,BW.13,BW.14,BW.15,BW.16,BW.17,BW.18,BW.19,BW.20,BW.21,Calcium2,CHCM1,CHCM2,cHGB1,cHGB2,CHOL1,CHOL2,ct.EOS1,ct.EOS2,ct.LYM1,ct.LYM2,ct.MONO1,ct.MONO2,ct.NEUT1,ct.NEUT2,GLDH1,GLDH2,Glucose2,HCT1,HCT2,HDLD1,HDLD2,HDW1,HDW2,HR,HRV,INSULIN,Length1,Length2,LEPTIN,LTM1,LTM2,MCH1,MCH2,MCHC1,MCHC2,MCV1,MCV2,mHGB1,mHGB2,MPV1,MPV2,perc.EOS1,perc.EOS2,perc.Fat1,perc.Fat2,perc.LYM1,perc.LYM2,perc.MONO1,perc.MONO2,perc.NEUT1,perc.NEUT2,Phosphorus2,PLT1,PLT2,pNN50...6ms.,PQ,PR,QRS,QTC,QTc.dispersion,RBC1,RBC2,RDW1,RDW2,Retic1,Retic2,rMSSD,RR,ST,T.Area1,T.Area2,TG1,TG2,TTM1,TTM2,urine.creatinine2,urine.Glucose2,urine.microalbumin2,WBC1,WBC2
F71,F,chow,black,0.617,0.6197,0.054,0.0557,21.54,21.86,22.03,22.92,23.3,23.88,23.81,23.64,24.57,25,24.76,9.3,30.8,30.2,16.4,16.6,110,97,0.3462,0.58854,9.95902,9.60128,0.18464,0.16156,0.93474,1.11938,6.7,7,185,53.4,55.1,80.7,74.3,1.91,1.86,780,7.7,1.063082266,8.6,9.1,1.572381708,16.1,18.7,15.8,15.2,30.7,30.5,51.4,50,16.4,16.8,6.9,7.2,3,5.1,18.83,18.9,86.3,83.2,1.6,1.4,8.1,9.7,5.6,1180,1239,0,19.4,25.6,9.4,42.7,26.3,10.38,11.02,13.6,13.2,2.62,2.36,0.84,76.9,28.5,19.68,21.46,198,149,19.77,23.04,105,133,0,11.54,7.78
F72,F,chow,agouti,0.6366,0.6681,0.0651,0.0661,26.57,27.25,28.01,28.41,29.06,28.24,28.87,29.13,31.81,30.69,29.96,9.1,29.7,29.2,16.3,16.6,91,96,0.21952,0.32144,6.5464,5.97408,0.17248,0.21952,0.84672,1.2544,9.6,6.8,155,55,56.8,69.9,66.9,1.57,1.45,793,88.4,2.393084047,9,9.4,5.22632319,19.3,19.9,16,15.5,30.1,29.5,53.3,52.7,16.6,16.8,7.5,7.9,2.8,4.1,28.6,30.12,83.5,76.2,2.2,2.8,10.8,16,5.2,1220,1435,20.41,18.4,24.6,9.1,43,51.5,10.33,10.79,13.2,11.1,3.39,1.72,12.17,76.6,28.9,23.57,24.22,192,229,27.05,28.39,NA,NA,NA,7.84,7.66
F73,F,chow,agouti,0.6258,NA,0.0558,NA,23.88,21.55,22.83,21.96,24.93,25.22,NA,NA,NA,NA,NA,NA,29.1,NA,15.8,NA,86,NA,0.08216,NA,5.38464,NA,0.13272,NA,0.66992,NA,5.7,NA,NA,54.5,NA,64.4,NA,1.63,NA,772,24.7,NA,8.5,NA,NA,16.1,NA,15,NA,30,NA,49.9,NA,16.3,NA,6,NA,1.3,NA,18.74,NA,85.2,NA,2.1,NA,10.6,NA,NA,1247,NA,0,20.9,27.6,9.7,45.4,25.7,10.92,NA,13.1,NA,2.81,NA,1.09,77.8,30.8,18.85,NA,202,NA,19.77,NA,NA,NA,NA,6.32,NA
F74,F,chow,agouti,0.615,NA,0.053,NA,23.9,24.12,25.02,24.46,19.22,18.37,17.73,NA,NA,NA,NA,NA,29.6,NA,16.3,NA,56,NA,0.1785,NA,9.1035,NA,0.1365,NA,1.0185,NA,7.4,NA,NA,55.2,NA,46.2,NA,1.79,NA,712,16.4,0.229894202,8.7,NA,0.093731753,18,NA,13.7,NA,29.9,NA,45.7,NA,16.5,NA,6.4,NA,1.7,NA,18.76,NA,86.7,NA,1.3,NA,9.7,NA,NA,1229,NA,2.63,20.4,27.8,10.7,44.8,29.7,12.08,NA,13.3,NA,2.67,NA,2.78,84.4,31,21.26,NA,106,NA,22.2,NA,NA,NA,NA,10.5,NA
F75,F,chow,agouti,0.5368,0.5599,0.0541,0.0542,22.29,23.07,23.63,24.13,23.6,22.57,23.42,25.96,26.18,26.81,26.29,9.3,28.9,29.4,16.6,16.9,81,102,0.20445,0.5452,12.36241,11.5855,0.12267,0.1363,0.77691,1.25396,17.2,3.9,186,57.3,57.5,63.7,72.2,1.71,1.88,657,90.2,0.77550481,8.9,9.2,2.807641889,16.9,19.1,16.1,14.8,29.7,29.4,54.3,50.5,17,16.9,6.9,7.3,1.5,4,19.52,24.14,90.7,85,0.9,1,5.7,9.2,5,1447,1775,78.57,18.6,25.7,11.1,45.3,43.6,10.55,11.38,13.5,13.1,3.21,3.04,12.54,93.2,33,18.66,22.29,153,301,20.99,25.18,73.03,129,0,13.63,7.59
M01,M,hf,agouti,0.4959,0.5375,0.0497,0.0547,27.24,27.81,27.08,28,29.87,31.66,32.64,32.62,33.67,34.8,31.77,9.8,24.4,NA,13,NA,135,173,0.11556,NA,4.8471,NA,0.21186,NA,1.17486,NA,30,15.6,162,53.3,NA,92.7,137.5,2.29,NA,NA,NA,1.623187996,9.1,9.5,11.64585165,19.9,22.2,11.4,NA,25.3,NA,45.1,NA,13.5,NA,6.3,NA,1.8,NA,21.2,30.71,75.5,NA,3.3,NA,18.3,NA,5.5,1764,NA,NA,NA,NA,NA,NA,NA,11.82,NA,20.9,NA,9.96,NA,NA,NA,NA,22.51,25.94,93,148,25.29,32.01,101.03,91,0.49,6.42,NA
M02,M,hf,agouti,0.4894,0.4972,0.0542,0.058,28.43,29.45,30.15,31.26,33.8,34.46,36.29,37.36,37.95,38.08,35.25,9.6,28.7,29.2,16,17.1,156,168,0.18378,0.17357,9.24005,8.7806,0.17357,0.21441,0.52071,0.92911,10.4,14,225,55.8,58.7,112.5,142.7,1.79,1.82,774,57.1,7.066168791,8.8,9.1,33.32892959,21,23.4,16,15.5,30.2,29.7,52.9,52.3,16.8,17.4,7.2,6.2,1.8,1.7,26.7,35.62,90.5,86,1.7,2.1,5.1,9.1,6.3,1099,1094,2.13,23.5,29.2,8.6,43.5,31.3,10.55,11.22,12.6,11.7,2.01,1.96,11.23,78.3,30.3,23.57,27.86,173,202,28.64,36.31,22.86,22,0.18,10.21,6.88
M03,M,hf,agouti,0.5415,0.5944,0.0598,0.0627,34.3,35.11,36.66,38.46,38.93,40.09,41.48,41.51,41.67,41.83,42.55,8.7,28,28,16.3,16.8,140,142,0.138,0.368,8.1512,7.222,0.2668,0.2484,0.5428,1.288,18.9,24.6,309,58.2,59.8,111.3,117.3,1.5,1.54,829,5.4,NA,9.1,10,36.13260089,20.5,25.4,15.6,14.5,29.7,28.5,52.6,51,17.3,17,7.6,6.7,1.5,4,40.36,36.51,88.6,78.5,2.9,2.7,5.9,14,6.1,1204,1243,0,22.4,29.4,11.4,46.7,25.2,11.08,11.73,12.8,12.5,2.58,2.98,0.77,72.4,28.8,24.93,29.41,134,162,34.43,40.03,53.4,NA,0.64,9.2,8.74
M04,M,hf,black,0.5459,0.5331,0.0572,0.057,30,31.25,31.21,32.86,33.75,33.83,35.96,35.77,35.96,35.94,34.95,9.6,28.2,29.1,15.3,16.5,115,112,0.2511,0.2511,12.87585,12.9177,0.20925,0.1953,0.4743,0.37665,7.3,11.8,316,54.2,56.8,NA,86.1,1.57,1.63,770,9.1,3.850186325,9.2,9.4,9.982783148,23,24,14.9,14.8,29.6,29.8,50.2,49.7,16,16.9,6.6,6.8,1.8,1.8,25.17,28.49,92.3,92.6,1.5,1.4,3.4,2.7,5.8,1596,1562,0,21.4,28.3,10,44.1,26,10.8,11.42,13.6,13.3,2.96,3.17,0.92,77.9,29.4,24.78,26.93,61,78,30.66,33.55,55.2,67,0.52,13.95,19.42
M05,M,hf,agouti,0.4995,0.4816,0.0569,0.0568,37.19,38.26,38.15,39.62,41.09,42.24,43.8,44.58,45.5,44.25,45.37,8.8,26.8,28.7,15.6,16.3,189,165,0.4392,0.0915,4.7336,3.6234,0.1647,0.0915,0.7198,2.2387,15.2,14.3,187,58.4,56.9,137.8,135.9,1.82,1.85,873,17.8,3.170010518,9,9.6,27.82819707,25.1,27.1,15.4,14.3,28.7,29,53.6,49.3,16.7,16.5,6.2,6.9,7.2,1.5,34.23,38.38,77.6,59.4,2.7,1.5,11.8,36.7,5.4,1059,1177,0,21.1,27.5,9.3,39.8,27.4,10.89,11.54,14.3,12.4,1.75,3.81,0.82,68.7,24.2,27.68,29.59,110,116,38.21,44,NA,NA,NA,6.1,7.96
M06,M,hf,agouti,0.6542,0.6201,0.0577,0.0568,29.53,29.06,30.76,31.83,29.74,28.86,32.36,34.14,31.5,32.9,30.8,10.7,28.5,28.3,16.4,17,93,126,0.2456,0.19034,5.10848,5.3111,0.07982,0.10438,0.6754,0.46664,8.2,10,169,57.4,60,72.7,97.3,1.58,1.48,763,3.9,1.719017567,9,9.4,6.221019133,23.1,23.9,15.2,15,29.9,29.3,50.8,51.3,17.2,17.6,6.9,6.6,4,3.1,19.12,22.31,83.2,86.5,1.3,1.7,11,7.6,5.9,1271,1249,0,19.7,26.7,10.6,44.9,24.5,11.29,11.69,13.4,11.7,2.45,2.01,0.67,78.6,29.7,23.46,24.36,105,133,28.52,30.71,70.39,61,0.15,6.14,5.15
M07,M,hf,agouti,0.5468,0.5943,0.0592,0.0606,41.42,42.8,44.92,45.91,46.72,47.43,49.99,49.54,49.21,48.04,48.51,11.2,28.2,28.5,17,17.7,145,132,0.10833,0.16485,4.05531,3.74916,0.14601,0.19311,0.3768,0.58875,4.1,17.2,451,60.4,62.2,112.6,115.6,1.52,1.51,816,148.5,36.5903255,9.4,9.5,40.65978789,28.1,28.6,15,14.7,29.3,28.6,51,51.3,17.7,17.8,6.5,6.3,2.3,3.5,34.63,35.28,86.1,79.6,3.1,4.1,8,12.5,7.6,1535,1448,26.67,17.6,23.4,9.5,47.4,58.5,11.84,12.13,11.7,12.2,1.37,1.79,27.36,76.7,31.7,30.84,31.91,220,227,42.91,44.2,44.7,261,1.07,4.71,3.94
M08,M,hf,black,0.6398,0.6624,0.0596,0.06,31.7,32.34,33.53,34.54,35.41,36.8,41.09,41.87,42.8,42.28,46.43,10.5,27.5,28,15.1,15.7,160,183,0.25452,0.14948,3.32088,3.19968,0.10504,0.15756,0.34744,0.505,8,10,142,55,56.1,122.6,137.1,1.61,1.52,880,159.5,4.123744357,8.9,9.7,16.86092244,25,28.9,15.4,15.5,28.9,29,53.3,53.4,15.9,16.3,7.2,5.7,6.3,3.7,18.05,25.63,82.2,79.2,2.6,3.9,8.6,12.5,6.6,962,1067,10,17.9,24.9,10.7,50.4,23.3,10.31,10.5,14.3,12.7,1.86,2.12,9.25,69.6,31.5,23.7,28.1,196,349,30.47,38.82,62.51,81,2.12,4.04,3.85
M09,M,hf,agouti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,NA,NA,NA,NA,64.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA
M11,M,hf,agouti,0.5787,0.6106,0.061,0.0642,34.18,35.48,35.29,36.77,37.4,36.68,39.74,40.07,40.6,40.45,41.47,8.6,28.4,28.6,16.6,16.8,122,97,0.7371,0.4368,6.8432,7.0434,0.1365,0.2275,1.3104,1.2376,11.4,19.5,156,58.5,58.6,92.8,70.3,1.81,1.63,NA,NA,1.033429356,9,9.7,25.83393427,23.4,25.8,15.6,15.8,29.3,29.4,53.3,53.8,17.1,17.2,7.4,8.3,8.1,4.8,30.83,33.49,75.2,77.4,1.5,2.5,14.4,13.6,4.3,969,1252,NA,NA,NA,NA,NA,NA,10.98,10.9,12.9,12.7,2.66,3.11,NA,NA,NA,26.67,28.67,152,150,33.77,38.78,73.36,97,1.7,9.1,7.18
M12,M,hf,agouti,0.5336,0.5121,0.0545,0.0583,32.66,33.05,32.84,36.73,38.38,39.58,38.7,38.93,40.98,40.66,39.9,10.9,28.6,NA,15.2,NA,154,164,0.13545,NA,2.27745,NA,0.1323,NA,0.59535,NA,17.9,18.7,187,53.3,NA,116.8,134.6,1.65,NA,743,17,3.420789411,9,9.6,23.60985625,24,25.2,16.9,NA,29.8,NA,56.8,NA,15.9,NA,6.6,NA,4.3,NA,26.37,32.2,72.3,NA,4.2,NA,18.9,NA,5.3,1259,NA,1.12,20.5,27.9,11.6,44.8,24.6,9.37,NA,13.5,NA,2.65,NA,1.36,80.8,29.2,24.83,27.03,161,122,32.59,37.18,74.49,101,1.05,3.15,NA
M13,M,hf,agouti,0.6277,0.6888,0.0638,0.0659,36.43,37.06,37.03,39.56,40.89,42.19,43.82,43.73,46.33,47.25,48.26,9.6,28.9,29.2,15,16.1,122,151,0.1035,0.1794,6.2859,5.9892,0.0966,0.1794,0.345,0.4485,11.5,9.4,224,51.9,55.2,97.1,126.8,1.68,1.59,846,7.3,4.367003633,9.5,10,35.94192216,24.3,30.4,15.2,15.4,29.7,29.8,51.1,51.6,15.4,16.5,6.8,6.8,1.5,2.6,28.81,32.72,91.1,86.8,1.4,2.6,5,6.5,7.1,1452,1800,0,20.4,27,10.1,48,13.9,10.17,10.69,14,12.4,3.67,2.36,0.98,70.9,30.8,26.42,31.77,84,123,34.05,45.14,NA,91,0.22,6.9,6.47
M14,M,hf,agouti,0.5529,0.6698,0.0563,0.0577,29.32,29.71,29.16,31.31,32.72,35.21,34.91,34.32,36.1,35.99,39.95,10.8,28.7,27.3,16.5,15.9,134,203,0.37152,0.47472,4.3344,3.5604,0.1032,0.22188,0.31992,0.8772,13.7,34.3,176,57.7,58.4,101.5,152.5,1.97,1.79,NA,NA,2.724652554,8.8,9.6,8.111191866,22.2,25.6,13.8,14.3,29.9,28.4,46.1,50.6,17.2,16.6,6.9,8.7,7.2,9.2,20.67,25.87,84,69,2,4.3,6.2,17,6.4,1126,800,NA,NA,NA,NA,NA,NA,12.51,11.55,14.6,16.7,2.17,3.37,NA,NA,NA,22.9,26.86,75,224,28,34.49,61.11,67,1.04,5.16,5.15
M15,M,hf,agouti,0.5872,0.6465,0.0569,0.064,34.77,34.4,34.38,34.45,35,36.39,40.79,42.43,42.95,43.34,43.69,11.2,28.1,29.7,16.1,16.9,117,165,0.34317,0.4185,6.696,5.64138,0.15903,0.37665,1.0881,1.86651,9.7,31.6,329,57.3,56.9,98.8,145,1.64,1.61,801,8,31.96589247,9.5,9.9,21.53441339,25,31,15.5,17.1,29.4,30.1,52.8,56.9,16.9,17.1,6.9,6,4.1,5,24.08,25.41,80,67.4,1.9,4.5,13,22.3,3.8,1079,979,0,14.3,21.1,12.2,44.3,23.9,10.85,10,13.3,12.1,2.32,2.13,0.94,74.9,26.6,26.27,30.24,103,84,32.93,41.45,NA,9,0.49,8.37,2.23
M16,M,hf,white,0.5352,0.5508,0.058,0.0577,38.42,39.42,40.83,40.39,42.96,43.88,45.72,47.43,48.61,49.62,50.62,5.7,28.7,28.2,16.4,16.2,99,48,0.6903,0.28143,3.5577,4.04091,0.13275,0.11151,0.89739,0.86022,8.8,19.3,195,57,57.5,70.8,35.3,1.56,1.55,773,4.5,20.15944172,9.6,10.1,17.70587256,26.1,32.1,14.2,14.1,29.7,28.9,47.9,48.6,16.9,16.6,6.3,5.7,13,5.3,32.93,32.75,67,76.1,2.5,2.1,16.9,16.2,3.4,1191,1015,0,22.2,29.3,10.4,47.3,24.6,11.88,11.82,12,12.8,2.29,2.54,0.71,77.6,31.7,28.06,33.09,125,31,38.87,47.72,54.27,NA,1.5,5.31,4.38
M17,M,hf,agouti,0.5451,0.593,0.0584,0.0557,32.67,36.32,38,39.89,40.2,41.13,42.84,44.18,45.56,47.09,NA,12.2,28.7,NA,15.2,NA,114,142,0.3636,NA,6.88416,NA,0.1212,NA,0.6464,NA,8.1,9,219,52.7,NA,90.5,122.1,1.63,NA,801,4,1.077121461,9.3,10.1,3.697497687,25.1,31,14.6,NA,30.1,NA,48.4,NA,15.8,NA,6.8,NA,4.5,NA,29.32,29.62,85.2,NA,1.5,NA,8,NA,7.5,1264,NA,0,23.6,30.3,10.3,45.4,28.5,10.88,NA,12.5,NA,2.07,NA,0.62,74.9,29.5,26.5,32.01,96,119,35.51,43.99,NA,NA,NA,8.08,NA
M18,M,hf,agouti,0.6331,0.685,0.0664,0.0681,39.98,41.48,41.49,39.49,41.59,42.45,43.69,45.58,46.84,48.43,47.64,10.4,28.4,28.8,17.2,16.6,102,113,0.3007,0.0388,8.4487,8.2547,0.194,0.2425,0.6596,1.0476,8.2,9.2,202,60.6,57.8,80.9,82.2,1.53,1.53,827,5.5,37.60922692,9.2,9.8,17.75632808,27.2,30.8,15.3,15.4,29.5,29.4,51.9,52.4,17.9,17,7.1,6.7,3.1,0.4,33.84,34.44,87.1,85.1,2,2.5,6.8,10.8,7.9,1553,1925,0,22.3,29.3,10.1,42.4,25.4,11.68,11.03,11.9,11.3,2.79,2.83,0.45,72.5,26.5,29.1,33.14,209,288,41.09,46.96,33.97,40,0.8,9.7,8.91
M19,M,hf,agouti,0.6205,0.5958,0.0613,0.0635,44.27,46.27,46.53,48.23,49.53,50.45,51.64,53.16,53.89,56.55,54.76,10.3,29.3,29.8,16.1,16.4,120,93,0.44043,0.35733,6.44856,5.58432,0.22437,0.39057,1.10523,1.88637,14,26.9,214,55,55.1,100.4,79.8,1.54,1.65,833,100.9,NA,9.5,10.3,13.86177729,26.5,32,15.4,14.9,30.6,29.9,50.3,49.8,16.8,16.5,7,6.8,5.3,4.3,40.89,37.84,77.6,67.2,2.7,4.7,13.3,22.7,6.8,934,887,5.77,21.3,28.3,13.1,46.7,60.2,10.92,11.07,11.7,12.1,2.48,2.78,21.68,73.9,27,32.61,36.88,83,84,44.81,51.5,80.95,165,1.15,8.31,6.86
M20,M,hf,agouti,0.5541,0.5192,0.0574,0.0524,36.66,37.48,36.13,36.9,37.55,38.97,40.81,39.94,41.89,44.46,43.59,10.6,29.2,28.5,16.6,15.4,153,122,0.5775,0.3234,9.6558,8.0388,0.24255,0.26565,0.98175,2.80665,9.2,9.2,233,57.1,54,131.3,106.2,1.73,1.64,806,5.2,2.855752588,9.2,9.6,28.28085373,20.3,23.7,13.8,13.1,30.8,28.7,44.9,45.5,17.6,15.5,6.1,6.5,5,2.8,43.8,43.34,83.6,69.6,2.1,2.3,8.5,24.3,6,1116,1169,0,18.8,26.1,11.2,46.7,23.3,12.7,11.88,12.4,13,2.57,4.2,0.65,74.5,29.6,28.74,32.06,98,123,36.24,41.83,121.86,182,0.52,11.55,10.74
M21,M,hf,agouti,0.5627,0.6417,0.0612,0.0623,34.69,36.34,37.62,40.94,42.1,42.22,44.34,45.83,45.46,44.81,45.88,10.4,28.3,29.6,16.6,17,152,171,0.1886,0.246,7.3144,7.2652,0.2296,0.2624,0.4018,0.369,12.4,16.6,181,58.6,57.6,123.2,149.4,1.48,1.67,811,5.6,5.984581612,9.6,9.5,18.37260574,24.8,26.3,14.3,14.3,29.8,29.9,48,47.8,17.5,17.2,7.2,7.3,2.3,3,30.28,36.8,89.2,88.6,2.8,3.2,4.9,4.5,7.1,1963,1967,0,24.7,29.9,9.1,44.9,18.2,12.2,12.03,12.2,13.1,1.52,2.93,0.53,74,30,27.65,31.06,54,119,35.57,41.56,48.09,144,0.65,8.2,7.67
M22,M,hf,agouti,0.4502,0.5072,0.048,0.0529,28.09,26.7,28.22,30.8,31.21,31.95,33.69,32.84,33.7,32.62,32.01,8.6,28.2,27.7,15.1,14.3,156,150,0.40592,0.96288,7.552,6.92896,0.17936,0.19824,1.23664,1.28384,28,9.6,171,53.7,51.5,121.3,112,1.61,1.54,861,5.2,5.039342827,8.5,8.8,7.012038056,19.7,22.9,14.7,13.9,29.3,28,50.1,49.6,15.8,14.4,7.2,6.1,4.3,10.2,24.37,27.43,80,73.4,1.9,2.1,13.1,13.6,4.9,1550,1746,0,20.8,27.5,10.2,46.3,25.6,10.72,10.39,11.9,12.2,3.34,4.03,0.47,69.7,29,22.07,23.91,108,257,26,31.55,107.09,97,0.42,9.44,6.25
M23,M,hf,agouti,0.4816,0.6419,0.0599,0.0589,35.48,36.77,38.05,40.05,41.02,42.36,44.79,45.99,45.99,46.56,48.31,8.5,27.7,27.6,16.3,15.8,127,142,0.51732,0.21076,7.78854,7.67358,0.16286,0.21076,1.01548,1.36036,10.5,15.2,244,58.8,57.3,103.7,108.4,1.47,1.42,799,157.4,1.509954814,9.1,9.4,38.80199258,20.7,22.7,15.5,15.3,29.4,28.7,52.7,53.5,17.3,16.4,7.1,7.2,5.4,2.2,40.86,49.56,81.3,80.1,1.7,2.2,10.6,14.2,4,983,1181,16.67,17.4,24.4,10.1,47.2,45.1,11.15,10.71,11.2,11.6,2.25,3,22.47,78.3,31.1,28.01,33.83,104,107,35.12,45.12,NA,NA,NA,9.58,7.67
M24,M,hf,agouti,0.6281,0.639,0.0608,0.0624,40.64,41.83,43.24,44.67,44.97,45.96,50.49,49.51,46.89,46.15,47.14,8.8,26.9,29.3,17.2,15.8,145,165,0.6308,0.2052,6.0496,5.2592,0.2736,0.19,0.5624,1.8392,8.1,36,166,63.8,53.9,95.5,118.5,1.63,1.79,891,123.3,11.45233023,9.6,10.4,12.2981507,29.3,31.6,14.4,15,28.9,29.8,49.8,50.2,18.5,16.1,6.9,7.4,8.3,2.7,26.75,27.62,79.6,69.2,3.6,2.5,7.4,24.2,7.9,699,1203,4,20.6,26.9,9.4,43.3,35.8,12.81,10.75,12.3,13.4,2.82,3.31,8.27,68.1,26.6,29.65,31.48,123,96,40.03,43.65,60.43,204,1.38,7.6,7.4
M25,M,hf,agouti,0.4752,0.5233,0.0581,0.0572,36.95,37.89,38.57,39.51,39.47,40.21,42.98,43.72,42.44,43.23,40.21,NA,27.6,28.4,15.2,15.3,101,NA,0.22248,0.31518,7.56432,6.41484,0.21321,0.16686,1.17729,2.28042,18.8,NA,NA,55.3,53.9,84.7,NA,1.51,1.52,842,4.3,32.59364808,9,9.5,17.60349631,23.5,27.4,14.5,13.9,29.1,28.6,49.7,48.5,16.1,15.5,6.8,6.1,2.4,3.4,35.5,32.47,81.6,69.2,2.3,1.8,12.7,24.6,NA,1162,1233,0,21.2,27.9,10.2,42.5,24.4,11.11,11.13,14.8,13.8,2.13,2.04,0.52,71.3,26.2,27,31.15,131,NA,36.49,40.56,NA,NA,NA,9.27,7.64
M26,M,chow,agouti,0.841,0.806,0.0606,0.0629,43.85,45.23,45.4,47.9,49.7,48.71,50.37,48.48,46.96,50.8,53.36,9.3,28.8,27,15.4,14.1,NA,130,0.16512,0.59168,5.31136,4.01104,0.2064,0.18576,1.14896,2.0296,NA,6.3,188,53.4,52.4,NA,93.7,1.48,1.53,785,4.8,3.772748909,10,10.1,9.396567322,33.1,38.1,15.4,15.5,29.8,28.1,51.4,55.2,15.9,14.7,6.5,7.1,2.4,8.6,22.38,24.82,77.2,58.3,3,2.7,16.7,29.5,7.7,1370,1453,0,23.6,30.7,10.4,42.9,28.9,10.37,9.49,12.6,12.8,2.08,3.45,0.78,76.4,27.7,31.55,34.86,NA,302,42.73,50.66,78.17,222,0.06,6.88,5.25
M27,M,chow,agouti,0.6052,0.6088,0.0594,0.0562,23.98,23.73,24.14,25.91,28.21,27.7,28.79,31.15,31.13,30.54,33.35,9.9,28.8,27.5,15.6,14.7,NA,114,0.0895,0.18795,6.7841,4.75245,0.33115,0.29535,1.69155,3.6874,NA,10.6,193,54,53.4,NA,79.8,1.43,1.56,759,16.8,1.022971074,9.1,9,2.612849535,18.4,24.4,15.3,15.8,29.8,28.8,51.4,55,16.1,15.4,6.8,6.9,1,2.1,18.76,22.3,75.8,53.1,3.7,3.3,18.9,41.2,7.2,1566,1322,0,20.3,27.9,11.2,50.4,15.2,10.51,9.72,12.7,13.5,2.08,3.63,0.76,79.1,34.2,19.82,26.05,NA,279,22.64,31.43,29.74,49,0,8.95,5.33
M28,M,chow,agouti,0.5911,0.6517,0.057,0.0536,33.88,34.03,34.13,35.51,36.95,36.78,37.7,37.06,37.23,38.93,39.19,8.2,28.5,26.4,14.9,13.9,NA,76,0.88192,0.92326,10.59682,10.62438,0.3445,0.2067,1.77762,1.9292,NA,4.5,139,52.3,52.8,NA,58,1.45,1.51,NA,NA,2.420762214,9.3,9.3,4.960161744,24.4,28.8,14.2,14.2,30,27.9,47.3,51.1,15.7,14.7,6.8,5.8,6.4,6.7,24.74,22.83,76.9,77.1,2.5,1.5,12.9,14,5.2,1150,941,NA,NA,NA,NA,NA,NA,11.06,10.32,14.5,13.9,0.65,2.37,NA,NA,NA,24.01,28.97,NA,107,32.4,37.26,76.41,74,0,13.78,9.7
M29,M,chow,agouti,0.5238,0.5688,0.053,0.0499,24.69,24.98,24.66,25.8,26.2,25.39,26.62,27.59,27.01,28.14,28.63,9.6,29.3,28.1,15,14.7,NA,110,0.2329,0.4521,11.3162,10.5353,0.3014,0.5069,1.6851,2.1098,NA,6.3,205,51.2,52.3,NA,80.4,1.4,1.51,743,42,1.048216719,8.4,8.6,1.255282646,19.1,21.3,14.8,14.1,30.4,28.2,48.5,50.1,15.6,14.8,7.2,7.3,1.7,3.3,18.03,18.79,82.6,76.9,2.2,3.7,12.3,15.4,6,1687,1400,23.17,21.1,28.7,10.7,48.7,28,10.55,10.44,12.6,12,1.64,3.89,1.78,81,33.7,19.27,23.5,NA,176,23.29,26.22,25.95,18,0.2,13.7,3.96
M30,M,chow,agouti,0.6582,0.6916,0.0589,0.0527,27.35,28.56,30.37,31.76,35.11,33.74,35.3,35.68,36.13,38.1,39,9.9,29.7,27.2,16.7,14.9,NA,99,0.40896,0.46576,6.3048,4.19184,0.40896,0.20448,4.15776,6.40704,NA,9.4,178,56.3,54.7,NA,64.8,1.45,1.56,848,5.4,4.196535071,8.9,9.6,4.152642048,22.3,30,15.1,14.7,30.6,28,49.5,52.7,17.2,15.3,7.5,6.7,3.6,4.1,18.03,18.08,55.5,36.9,3.6,1.8,36.6,56.4,6,1166,1235,0,20.1,26.6,9.5,43.6,30.5,11.38,10.37,11.9,14.4,1.61,3.04,0.58,70.8,27.7,22.14,29.22,NA,180,27.17,36.56,39.53,52,0,11.36,6.58
M31,M,chow,black,0.6041,0.7499,0.0557,0.0564,27.81,29.32,27.73,27.96,29.75,29.67,30.83,31.64,31.08,31.51,32.24,9.2,29.5,26.3,16.6,14.5,NA,87,0.13626,0.31037,5.54124,5.49582,0.21953,0.25738,1.60484,1.45344,NA,10.7,242,56.4,55.2,NA,70.6,1.48,1.62,NA,NA,1.274218377,8.9,9,1.723467655,22.4,24.2,15,14.6,30.8,27.5,48.8,53,17.4,15.2,7.4,7.7,1.8,4.1,17.08,15.45,73.2,72.6,2.9,3.4,21.2,19.2,5.7,1479,1306,NA,NA,NA,NA,NA,NA,11.55,10.42,13.4,15,2.01,3.56,NA,NA,NA,22.75,25.19,NA,89,27.01,28.64,47.92,39,0,7.57,2.58
